Ingredient,Quantity,Unit,Category,Recipe,Recipe Category,Recipe Difficulty,Calories,Carbohydrates,Proteins,Fats,Vitamins,Minerals,Dietary Preferences,Dietary Restrictions,Health Goals,Rating,Comments,Ingredient Substitutions,Serving Size,Prep Time (mins),Cook Time (mins)
Potato,53,cups,Grains,Mashed Potatoes,Side Dish,Medium,374,26,13,42,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,4,23,97
Carrot,60,pieces,Vegetables,Carrot Soup,Soup,Medium,187,32,48,43,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,4,53,21
Onion,147,slices,Vegetables,Onion Rings,Snack,Medium,118,41,37,19,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,3,23,22
Chicken,186,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,122,10,47,7,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,42,63
Broccoli,143,ounces,Vegetables,Broccoli Salad,Lunch,Medium,164,48,22,29,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,27,77
Rice,60,cups,Grains,Tomato Soup,Soup,Medium,111,10,20,23,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,4,8,19
Tomato,148,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,447,50,42,39,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,17,77
Spinach,55,slices,Dairy,Rice Pilaf,Snack,Hard,452,43,16,38,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,5,83
Beef,144,grams,Proteins,Beef Stir-Fry,Dinner,Medium,357,5,12,20,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,1,12,80
Lettuce,136,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,415,46,29,7,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,3,42,13
Potato,180,cups,Grains,Mashed Potatoes,Side Dish,Medium,285,45,47,42,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,3,10,29
Carrot,61,pieces,Vegetables,Carrot Soup,Soup,Medium,253,45,23,44,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,36,73
Onion,188,slices,Vegetables,Onion Rings,Snack,Medium,378,28,34,14,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,2,30,74
Chicken,95,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,345,13,23,9,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,1,7,16
Broccoli,128,ounces,Vegetables,Broccoli Salad,Lunch,Medium,351,46,26,47,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,2,8,24
Rice,88,cups,Grains,Tomato Soup,Soup,Medium,367,12,42,39,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,8,33
Tomato,66,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,166,7,14,6,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,48,93
Spinach,94,slices,Dairy,Rice Pilaf,Snack,Hard,500,8,23,20,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,24,10
Beef,78,grams,Proteins,Beef Stir-Fry,Dinner,Medium,263,19,45,45,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,45,108
Lettuce,150,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,293,40,19,48,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,2,39,61
Potato,151,cups,Grains,Mashed Potatoes,Side Dish,Medium,304,5,47,44,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,45,93
Carrot,139,pieces,Vegetables,Carrot Soup,Soup,Medium,147,17,33,7,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,58,58
Onion,155,slices,Vegetables,Onion Rings,Snack,Medium,261,19,46,9,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,2,59,94
Chicken,191,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,145,18,11,37,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,4,55,80
Broccoli,73,ounces,Vegetables,Broccoli Salad,Lunch,Medium,117,16,25,19,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,37,73
Rice,154,cups,Grains,Tomato Soup,Soup,Medium,463,46,31,15,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,1,35,51
Tomato,164,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,125,39,16,10,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,30,85
Spinach,98,slices,Dairy,Rice Pilaf,Snack,Hard,420,5,20,6,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,1,7,109
Beef,188,grams,Proteins,Beef Stir-Fry,Dinner,Medium,218,30,18,46,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,3,27,45
Lettuce,187,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,297,21,15,8,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,3,16,78
Potato,125,cups,Grains,Mashed Potatoes,Side Dish,Medium,169,26,49,28,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,2,8,29
Carrot,130,pieces,Vegetables,Carrot Soup,Soup,Medium,449,25,25,11,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,56,73
Onion,147,slices,Vegetables,Onion Rings,Snack,Medium,112,45,36,15,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,30,105
Chicken,169,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,340,28,36,12,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,1,40,62
Broccoli,141,ounces,Vegetables,Broccoli Salad,Lunch,Medium,487,15,28,18,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,1,51,112
Rice,92,cups,Grains,Tomato Soup,Soup,Medium,410,22,7,42,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,1,57,33
Tomato,149,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,313,48,32,36,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,50,109
Spinach,59,slices,Dairy,Rice Pilaf,Snack,Hard,309,24,36,16,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,54,52
Beef,198,grams,Proteins,Beef Stir-Fry,Dinner,Medium,273,11,8,38,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,52,26
Lettuce,178,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,332,17,43,40,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,3,53,106
Potato,189,cups,Grains,Mashed Potatoes,Side Dish,Medium,163,26,15,25,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,1,21,47
Carrot,58,pieces,Vegetables,Carrot Soup,Soup,Medium,429,25,50,47,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,7,101
Onion,77,slices,Vegetables,Onion Rings,Snack,Medium,110,47,30,11,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,3,41,64
Chicken,52,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,221,39,25,45,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,2,35,19
Broccoli,99,ounces,Vegetables,Broccoli Salad,Lunch,Medium,170,41,24,30,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,25,38
Rice,142,cups,Grains,Tomato Soup,Soup,Medium,174,30,42,14,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,28,18
Tomato,189,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,450,19,11,42,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,4,60,29
Spinach,75,slices,Dairy,Rice Pilaf,Snack,Hard,325,48,43,23,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,16,95
Beef,156,grams,Proteins,Beef Stir-Fry,Dinner,Medium,411,27,22,19,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,2,5,93
Lettuce,199,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,299,35,40,8,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,44,46
Potato,71,cups,Grains,Mashed Potatoes,Side Dish,Medium,187,9,46,49,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,4,50,83
Carrot,173,pieces,Vegetables,Carrot Soup,Soup,Medium,112,27,40,15,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,1,23,82
Onion,184,slices,Vegetables,Onion Rings,Snack,Medium,453,9,7,6,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,8,112
Chicken,133,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,183,20,50,14,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,21,91
Broccoli,95,ounces,Vegetables,Broccoli Salad,Lunch,Medium,177,16,11,11,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,3,45,100
Rice,163,cups,Grains,Tomato Soup,Soup,Medium,494,28,46,26,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,3,18,22
Tomato,106,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,451,38,8,24,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,44,100
Spinach,90,slices,Dairy,Rice Pilaf,Snack,Hard,275,39,13,50,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,19,56
Beef,149,grams,Proteins,Beef Stir-Fry,Dinner,Medium,192,19,19,25,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,2,60,63
Lettuce,198,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,156,37,36,17,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,2,32,49
Potato,144,cups,Grains,Mashed Potatoes,Side Dish,Medium,195,39,40,13,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,18,20
Carrot,137,pieces,Vegetables,Carrot Soup,Soup,Medium,316,18,35,41,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,1,8,72
Onion,130,slices,Vegetables,Onion Rings,Snack,Medium,463,34,38,36,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,2,31,39
Chicken,63,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,170,33,11,23,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,7,24
Broccoli,93,ounces,Vegetables,Broccoli Salad,Lunch,Medium,152,9,12,34,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,4,56,93
Rice,89,cups,Grains,Tomato Soup,Soup,Medium,109,41,23,37,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,44,25
Tomato,157,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,367,27,42,22,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,1,27,85
Spinach,89,slices,Dairy,Rice Pilaf,Snack,Hard,375,11,9,18,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,2,5,116
Beef,160,grams,Proteins,Beef Stir-Fry,Dinner,Medium,298,48,7,33,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,56,12
Lettuce,180,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,398,11,35,8,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,8,73
Potato,155,cups,Grains,Mashed Potatoes,Side Dish,Medium,371,30,21,37,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,42,14
Carrot,60,pieces,Vegetables,Carrot Soup,Soup,Medium,331,13,23,23,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,27,21
Onion,142,slices,Vegetables,Onion Rings,Snack,Medium,373,6,29,13,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,4,31,82
Chicken,125,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,402,46,23,37,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,4,17,62
Broccoli,61,ounces,Vegetables,Broccoli Salad,Lunch,Medium,100,42,24,42,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,59,12
Rice,187,cups,Grains,Tomato Soup,Soup,Medium,489,22,19,38,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,39,103
Tomato,191,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,235,29,46,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,2,43,118
Spinach,125,slices,Dairy,Rice Pilaf,Snack,Hard,485,49,7,7,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,2,24,99
Beef,61,grams,Proteins,Beef Stir-Fry,Dinner,Medium,446,7,16,46,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,42,73
Lettuce,190,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,453,48,5,38,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,30,78
Potato,139,cups,Grains,Mashed Potatoes,Side Dish,Medium,280,34,22,31,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,42,82
Carrot,89,pieces,Vegetables,Carrot Soup,Soup,Medium,197,8,24,41,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,3,46,57
Onion,158,slices,Vegetables,Onion Rings,Snack,Medium,317,33,34,22,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,3,44,119
Chicken,68,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,177,31,20,14,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,2,37,90
Broccoli,122,ounces,Vegetables,Broccoli Salad,Lunch,Medium,216,28,37,30,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,2,51,71
Rice,167,cups,Grains,Tomato Soup,Soup,Medium,272,46,24,31,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,1,35,52
Tomato,58,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,477,36,30,39,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,4,15,63
Spinach,136,slices,Dairy,Rice Pilaf,Snack,Hard,248,15,38,34,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,17,44
Beef,179,grams,Proteins,Beef Stir-Fry,Dinner,Medium,215,41,32,35,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,2,57,92
Lettuce,96,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,181,33,35,19,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,4,22,60
Potato,113,cups,Grains,Mashed Potatoes,Side Dish,Medium,411,27,31,17,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,4,33,59
Carrot,58,pieces,Vegetables,Carrot Soup,Soup,Medium,329,26,27,44,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,50,35
Onion,157,slices,Vegetables,Onion Rings,Snack,Medium,336,9,25,38,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,22,93
Chicken,126,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,151,25,20,5,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,1,34,79
Broccoli,101,ounces,Vegetables,Broccoli Salad,Lunch,Medium,127,40,20,47,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,2,Needs more seasoning,Tofu instead of chicken,4,30,85
Rice,177,cups,Grains,Tomato Soup,Soup,Medium,216,47,42,41,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,2,34,68
Tomato,153,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,193,15,39,10,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,1,60,15
Spinach,130,slices,Dairy,Rice Pilaf,Snack,Hard,500,37,21,24,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,2,53,55
Beef,127,grams,Proteins,Beef Stir-Fry,Dinner,Medium,497,48,32,42,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,3,Delicious!,Almond milk instead of cow milk,1,31,10
Lettuce,65,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,474,29,19,29,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,4,50,76
Potato,118,cups,Grains,Mashed Potatoes,Side Dish,Medium,237,14,5,26,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,4,55,38
Carrot,132,pieces,Vegetables,Carrot Soup,Soup,Medium,381,17,41,42,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,2,49,78
Onion,185,slices,Vegetables,Onion Rings,Snack,Medium,261,42,14,35,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,56,45
Chicken,123,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,402,45,27,11,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,3,25,15
Broccoli,197,ounces,Vegetables,Broccoli Salad,Lunch,Medium,335,13,9,34,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,22,63
Rice,129,cups,Grains,Tomato Soup,Soup,Medium,125,13,39,26,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,1,37,68
Tomato,108,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,466,39,23,31,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,2,41,118
Spinach,158,slices,Dairy,Rice Pilaf,Snack,Hard,354,13,28,38,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,43,97
Beef,116,grams,Proteins,Beef Stir-Fry,Dinner,Medium,240,46,38,29,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,5,Delicious!,Almond milk instead of cow milk,4,39,32
Lettuce,150,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,363,7,22,9,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,3,17,114
Potato,186,cups,Grains,Mashed Potatoes,Side Dish,Medium,476,5,14,7,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,1,Too salty,,3,12,71
Carrot,142,pieces,Vegetables,Carrot Soup,Soup,Medium,342,14,38,36,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,4,Great recipe!,No substitutions,2,14,70
Onion,51,slices,Vegetables,Onion Rings,Snack,Medium,256,45,10,12,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,5,Easy to make,,4,57,30
Chicken,153,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,320,16,16,18,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,11,10
Broccoli,177,ounces,Vegetables,Broccoli Salad,Lunch,Medium,239,10,25,19,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,4,59,38
Rice,83,cups,Grains,Tomato Soup,Soup,Medium,441,24,10,6,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,45,65
Tomato,177,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,398,16,45,7,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,2,Great recipe!,No substitutions,1,25,12
Spinach,51,slices,Dairy,Rice Pilaf,Snack,Hard,335,10,42,13,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,3,29,16
Beef,93,grams,Proteins,Beef Stir-Fry,Dinner,Medium,439,42,22,32,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,7,92
Lettuce,173,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,272,7,47,10,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,1,29,31
Potato,83,cups,Grains,Mashed Potatoes,Side Dish,Medium,157,42,13,7,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,1,46,71
Carrot,190,pieces,Vegetables,Carrot Soup,Soup,Medium,486,21,46,16,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,4,36,56
Onion,117,slices,Vegetables,Onion Rings,Snack,Medium,275,49,10,23,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,3,59,20
Chicken,145,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,436,31,36,43,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,2,37,66
Broccoli,112,ounces,Vegetables,Broccoli Salad,Lunch,Medium,496,10,30,32,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,3,Needs more seasoning,Tofu instead of chicken,2,51,29
Rice,129,cups,Grains,Tomato Soup,Soup,Medium,250,13,22,31,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,5,Too salty,,4,25,115
Tomato,92,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,248,45,39,11,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,4,35,86
Spinach,110,slices,Dairy,Rice Pilaf,Snack,Hard,471,45,33,8,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,3,Easy to make,,3,42,60
Beef,154,grams,Proteins,Beef Stir-Fry,Dinner,Medium,314,13,5,18,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,4,26,11
Lettuce,111,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,384,30,35,27,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,1,Needs more seasoning,Tofu instead of chicken,1,52,14
Potato,124,cups,Grains,Mashed Potatoes,Side Dish,Medium,120,35,41,41,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,3,Too salty,,2,56,42
Carrot,90,pieces,Vegetables,Carrot Soup,Soup,Medium,136,48,28,21,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,3,Great recipe!,No substitutions,3,51,50
Onion,88,slices,Vegetables,Onion Rings,Snack,Medium,138,24,9,11,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,2,Easy to make,,1,37,28
Chicken,150,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,415,35,18,5,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,1,Delicious!,Almond milk instead of cow milk,4,58,12
Broccoli,95,ounces,Vegetables,Broccoli Salad,Lunch,Medium,345,19,15,40,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,4,Needs more seasoning,Tofu instead of chicken,4,47,59
Rice,87,cups,Grains,Tomato Soup,Soup,Medium,218,25,15,17,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,4,Too salty,,4,46,112
Tomato,108,pieces,Fruits,Spinach Smoothie,Breakfast,Easy,164,21,26,9,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,1,Great recipe!,No substitutions,3,17,84
Spinach,197,slices,Dairy,Rice Pilaf,Snack,Hard,219,43,10,32,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,4,Easy to make,,1,55,41
Beef,77,grams,Proteins,Beef Stir-Fry,Dinner,Medium,439,18,46,21,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,4,Delicious!,Almond milk instead of cow milk,3,8,61
Lettuce,198,ounces,Vegetables,Lettuce Wraps,Lunch,Easy,278,8,27,37,Vitamin C,Calcium,Spicy Food,Dairy-Free,Muscle Gain,5,Needs more seasoning,Tofu instead of chicken,2,19,67
Potato,138,cups,Grains,Mashed Potatoes,Side Dish,Medium,440,42,26,5,Vitamin D,Potassium,Low-Carb,Low-Sodium,Maintenance,2,Too salty,,3,19,101
Carrot,179,pieces,Vegetables,Carrot Soup,Soup,Medium,274,15,41,28,Vitamin E,Magnesium,Vegetarian,Vegan,Heart Health,5,Great recipe!,No substitutions,4,55,54
Onion,67,slices,Vegetables,Onion Rings,Snack,Medium,317,18,42,16,Vitamin K,Zinc,Gluten-Free,Keto,Energy Boost,1,Easy to make,,4,36,104
Chicken,151,grams,Proteins,Chicken Stir-Fry,Dinner,Easy,439,13,44,16,Vitamin A,Iron,Italian Cuisine,Allergy: Nuts,Weight Loss,2,Delicious!,Almond milk instead of cow milk,4,49,101
